ID,degr_class,orig_species,canopy_width,canopy_length,height,species,plot_size,bsd,yc,yc_lc,yc_uc,area,vol
MV27,Moderate,C.woodii,81,122,127,C.woodii,10,None,0.4832280925170072,0.5436316040816331,1.8523743546485278,0.8091368228861362,1.0276037650653929
MV27,Moderate,A.capensis,52,101,91,A.capensis,10,None,0.04073130912293578,0.033942757602446486,0.2121422350152905,0.4596346401742717,0.41826752255858723
MV27,Moderate,C.woodii,56,75,62,C.woodii,10,None,0.18679467150305232,0.21014400544093387,0.7160462407617006,0.33695544705159025,0.20891237717198596
MV27,Moderate,E.undulata,248,352,299,E.undulata,10,None,11.496352365302842,11.975367047190462,48.14097552970565,7.068583470577035,21.135064577025336
MV27,Moderate,A.africanus,125,137,177,A.africanus,10,None,0.14263934756599958,0.11886612297166632,0.7429132685729145,1.347821788206361,2.3856445651252587
MV27,Moderate,S.longispina,75,78,84,S.longispina,10,None,0.152516004677341,0.19382242261078753,0.5210963493142484,0.4596346401742717,0.3860930977463882
MV27,Moderate,P.pyracantha,113,162,205,P.pyracantha,10,None,2.5888141993956797,1.402274358005993,20.49477907854913,1.4848934026733007,3.044031475480266
MV27,Moderate,C.ovata,48,52,227,C.ovata,10,None,0.8841992215712325,0.38683715943741426,8.565679958971316,0.19634954084936207,0.44571345772805193
MV27,Moderate,Zygophyllum sp,129,149,142,Zygophyllum sp,10,None,0.9797804934279273,0.6940111828447819,5.93991924140681,1.5174677915002097,2.154804263930298
MV27,Moderate,E.undulata,213,404,215,E.undulata,10,None,12.36255515013256,12.877661614721417,51.76819969118009,7.47481103564028,16.070843726626602
MV27,Moderate,S.longispina,230,362,191,S.longispina,10,None,8.507698711335493,10.811867112322188,29.067970597062935,6.881344548423083,13.143368087488088
MV27,Moderate,P.pyracantha,41,59,119,P.pyracantha,10,None,0.47564744954146104,0.25764236850162475,3.7655423088699,0.19634954084936207,0.23365595361074087
MV27,Moderate,P.pyracantha,41,49,166,P.pyracantha,10,None,0.515579485054124,0.2792722210709838,4.081670923345148,0.15904312808798327,0.2640115926260522
MV27,Moderate,P.pyracantha,35,45,131,P.pyracantha,10,None,0.37748701385513594,0.2044721325048653,2.9884388596864926,0.12566370614359174,0.16461945504810516
MV27,Moderate,G.robusta,154,216,135,G.robusta,10,None,2.6441869803705726,3.0848848104323356,9.805526718874209,2.6880252142277667,3.628834039207485
MV27,Moderate,P.pyracantha,36,53,162,P.pyracantha,10,None,0.49991814045619104,0.2707889927471035,3.9576852786115126,0.1555284713067797,0.2519561235169831
MV27,Moderate,P.pyracantha,126,137,134,P.pyracantha,10,None,1.843550050597203,0.9985896107401517,14.594771233894523,1.3581301391009526,1.8198943863952763
MV27,Moderate,A.racemosus,89,191,177,A.racemosus,10,None,0.16652350675632246,0.13876958896360206,0.8673099310225129,1.5393804002589986,2.7247033084584276
MV27,Moderate,M.undata,103,192,276,M.undata,10,None,3.456123341481626,1.8720668099692142,27.360976453396205,1.7087318792415735,4.716099986706743
MV27,Moderate,A.racemosus,205,209,146,A.racemosus,10,None,0.41419812609803625,0.3451651050816969,2.1572819067606055,3.3653525903417263,4.91341478189892
MV27,Moderate,P.myrtifolia,74,121,151,P.myrtifolia,10,None,1.343985706837931,0.7279922578705461,10.639886845800287,0.7466191290796993,1.1273948849103461
MV27,Moderate,S.glauca,176,205,251,S.glauca,10,None,4.252825453801478,5.404632347539378,14.53048696715505,2.8502295699234246,7.154076220507796
MV27,Moderate,S.longispina,165,201,291,S.longispina,10,None,4.59320103171121,5.8371929777996625,15.693436858346633,2.6302199094017147,7.653939936358989
MV27,Moderate,A.racemosus,81,97,292,A.racemosus,10,None,0.0579530023621166,0.04829416863509717,0.3018385539693573,0.6221138852271187,1.8165725448631869
MV27,Moderate,P.myrtifolia,39,45,115,P.myrtifolia,10,None,0.36943106343505344,0.2001084926939873,2.9246625855275066,0.13854423602330987,0.15932587142680635
MV27,Moderate,C.ovata,101,110,283,C.ovata,10,None,4.236623225349494,1.8535226610904036,41.04228749557323,0.8741677908154448,2.473894848007709
MV27,Moderate,C.ovata,59,101,182,C.ovata,10,None,1.3236655318544859,0.5791036701863376,12.823009839840333,0.5026548245743669,0.9148317807253478
MV27,Moderate,E.undulata,115,127,130,E.undulata,10,None,1.0846428734041649,1.1298363264626718,4.54194203237994,1.1499014510302041,1.4948718863392652
MV27,Moderate,E.undulata,138,161,115,E.undulata,10,None,1.8798011250213578,1.9581261718972478,7.871667211026935,1.7553845301473818,2.018692209669489
MV27,Moderate,P.pyracantha,85,101,238,P.pyracantha,10,None,1.7049908626538286,0.9235367172708239,13.49784432934281,0.679290871522453,1.6167122742234383
MV27,Moderate,E.undulata,81,124,195,E.undulata,10,None,0.7045743915685777,0.7339316578839351,2.9504052646934187,0.8251589454194441,1.609059943567916
MV27,Moderate,G.robusta,65,104,165,G.robusta,10,None,0.3288926822938781,0.3837081293428578,1.219643696839798,0.560793923619863,0.925309973972774
MV27,Moderate,P.myrtifolia,60,176,166,P.myrtifolia,10,None,1.840514994175417,0.9969456218450176,14.570743703888718,1.093588402714607,1.8153567485062478
MV27,Moderate,P.myrtifolia,71,84,111,P.myrtifolia,10,None,0.810168186551687,0.43884110104883045,6.4138314768675215,0.4717297718905924,0.5236200467985576
MV27,Moderate,E.undulata,71,110,185,E.undulata,10,None,0.5097193377704679,0.530957643510904,2.134449726913834,0.6432607307765951,1.190032351936701
MV27,Moderate,A.racemosus,82,124,145,A.racemosus,10,None,0.08145316390706295,0.06787763658921912,0.42423522868261954,0.8332289115483529,1.2081819217451117
MV27,Moderate,A.racemosus,123,131,191,A.racemosus,10,None,0.13269663033935067,0.11058052528279223,0.6911282830174514,1.2667686977437442,2.419528212690552
MV27,Moderate,E.undulata,108,144,141,E.undulata,10,None,1.2050587529599135,1.2552695343332432,5.046183528019637,1.246898124209789,1.7581263551358024
MV27,Moderate,P.pyracantha,71,91,119,P.pyracantha,10,None,0.8991765900394191,0.487053986271352,7.118481337812067,0.5152997350050659,0.6132066846560285
MV27,Moderate,C.perforata,101,105,166,C.perforata,10,None,0.6971998155213418,0.9731747424985396,2.1787494235041933,0.8332289115483529,1.3831599931702658
MV27,Moderate,C.woodii,45,57,95,C.woodii,10,None,0.10852958555359887,0.12209578374779875,0.4160300779554624,0.2042820622996763,0.19406795918469247
MV27,Moderate,P.pyracantha,79,96,145,P.pyracantha,10,None,1.1343244247398774,0.6144257300674336,8.98006836252403,0.6013204688511713,0.8719146798341985
MV27,Moderate,P.pyracantha,71,89,133,P.pyracantha,10,None,0.951929176285971,0.5156283038215677,7.536105978930603,0.5026548245743669,0.668530916683908
MV27,Moderate,P.pyracantha,110,153,189,P.pyracantha,10,None,2.3132925362382637,1.2530334571290596,18.313565911886254,1.3581301391009526,2.5668659629008004
MV27,Moderate,P.pyracantha,65,71,106,P.pyracantha,10,None,0.6612983026013299,0.35820324724238706,5.2352782289271955,0.36316811075498007,0.38495819740027887
MV27,Moderate,C.ovata,45,57,161,C.ovata,10,None,0.5233333807033396,0.22895835405771103,5.069792125563603,0.2042820622996763,0.32889412030247883
MV27,Moderate,D.scabrida,125,144,135,D.scabrida,10,None,1.4279820343233103,1.4874812857534483,5.979674768728861,1.4208049125400688,1.918086631929093
MV27,Moderate,C.haematocarpa,116,117,173,C.haematocarpa,10,None,10.209195611449475,12.336111363834782,36.582950941027285,1.0659620223171018,1.844114298608586
MV27,Moderate,G.robusta,66,111,124,G.robusta,10,None,0.37194991602511335,0.4339415686959657,1.3793142719264622,0.6151434765269664,0.7627779108934384
MV27,Moderate,P.pyracantha,49,96,82,P.pyracantha,10,None,0.607501120599303,0.3290631069912891,4.809383871411148,0.4128249096357838,0.3385164259013426
MV27,Moderate,S.longispina,65,76,115,S.longispina,10,None,0.1811155280520772,0.23016765023284813,0.6188113875112637,0.39036252216261674,0.4489169004870093
MV27,Moderate,C.ovata,102,131,141,C.ovata,10,None,1.6093103120403127,0.7040732615176368,15.590193647890532,1.0659620223171018,1.5030064514671135
MV27,Moderate,S.latifolia,152,306,177,S.latifolia,10,None,5.475242842653985,4.106432131990489,31.71078146370433,4.118706508672558,7.290110520350428
MV27,Moderate,S.glauca,154,177,101,S.glauca,10,None,1.0931374257037745,1.3891954784985467,3.734886204487896,2.1512252044996956,2.1727374565446924
MV27,Moderate,C.haematocarpa,291,452,222,C.haematocarpa,10,None,26.010116209915406,31.42889042031445,93.20291641886354,10.839456767634948,24.063594024149584
MV27,Moderate,E.undulata,195,205,210,E.undulata,10,None,4.006109289595433,4.173030509995243,16.775582650180876,3.141592653589793,6.5973445725385655
MV27,Moderate,P.pyracantha,153,171,166,P.pyracantha,10,None,2.796500681034227,1.5147712022268731,22.1389637248543,2.0611989400202635,3.421590240433637
MV27,Moderate,S.longispina,45,59,65,S.longispina,10,None,0.047216937119947774,0.06000485758993363,0.16132453515982156,0.21237166338267002,0.13804158119873552
MV27,Moderate,S.longispina,62,157,149,S.longispina,10,None,0.6640266342856322,0.8438671810713243,2.2687576671425767,0.9417120328676254,1.403150928972762
MV27,Moderate,P.pyracantha,61,71,112,P.pyracantha,10,None,0.6592735648289858,0.3571065142823673,5.219249054896137,0.3421194399759285,0.3831737727730399
MV27,Moderate,P.pyracantha,101,115,134,P.pyracantha,10,None,1.4216487132403126,0.7700597196718361,11.254718979819142,0.9160884177867836,1.22755847983429
MV27,Moderate,P.pyracantha,48,58,110,P.pyracantha,10,None,0.4876936402219319,0.2641673884535465,3.860907985090294,0.22061834409834324,0.24268017850817755
MV27,Moderate,Crassula sp,58,72,65,Crassula sp,10,None,0.11811815160670189,0.16487325328435473,0.3691192237709434,0.3318307240354219,0.21568997062302425
MV27,Moderate,Crassula sp,21,31,59,Crassula sp,10,None,0.03262232597493302,0.04553533000667734,0.10194476867166569,0.053092915845667506,0.03132482034894383
MV27,Moderate,E.mauritanica,131,185,101,E.mauritanica,10,None,0.27077615106681036,0.19179977367232404,1.6641450950981056,1.96066797510539,1.9802746548564438
MV27,Moderate,P.pyracantha,122,171,168,P.pyracantha,10,None,2.4682751033370773,1.336982347640917,19.54051123475186,1.6856411732376884,2.8318771710393165
MV27,Moderate,Zygophyllum sp,55,65,124,Zygophyllum sp,10,None,0.23347768656839968,0.16538002798594978,1.4154584748209231,0.2827433388230814,0.3506017401406209
MV27,Moderate,P.pyracantha,131,145,205,P.pyracantha,10,None,2.60124773145473,1.4090091878713122,20.593211207349945,1.4957122623741004,3.0662101378669058
MV27,Moderate,S.latifolia,101,122,191,S.latifolia,10,None,1.2559645075408774,0.941973380655658,7.274127772840915,0.9764266316897927,1.864974866527504
MV28,Moderate,P.afra,191,234,164,P.afra,10,None,5.035497242337711,3.986435316850688,27.800141025406113,3.5465635815916023,5.816364273810227
MV28,Moderate,P.afra,71,124,175,P.afra,10,None,1.2371968111065694,0.9794474754593676,6.830357394650853,0.7466191290796993,1.3065834758894737
MV28,Moderate,P.pyracantha,53,57,106,P.pyracantha,10,None,0.4997633376113187,0.270705141206131,3.956459756089606,0.23758294442772812,0.2518379210933918
MV28,Moderate,P.pyracantha,74,81,75,P.pyracantha,10,None,0.6254641948976616,0.33879310556956677,4.951591542939822,0.4717297718905924,0.3537973289179443
MV28,Moderate,P.pyracantha,40,42,71,P.pyracantha,10,None,0.260308873743607,0.14100063994445378,2.0607785838035553,0.13202543126711105,0.09373805619964884
MV28,Moderate,P.pyracantha,105,171,94,P.pyracantha,10,None,1.5548501846201226,0.8422105166692332,12.309230628242638,1.4957122623741004,1.4059695266316545
MV28,Moderate,A.tetracantha,81,96,151,A.tetracantha,10,None,0.3105112355441392,0.3557941240609928,1.170886117364358,0.6151434765269664,0.9288666495557193
MV28,Moderate,P.afra,217,227,222,P.afra,10,None,7.267243909517963,5.753234761701721,40.12124241713042,3.870756308487984,8.593079004843325
MV28,Moderate,P.afra,91,171,151,P.afra,10,None,1.8765611238791344,1.4856108897376483,10.360181204749388,1.347821788206361,2.035210900191605
MV28,Moderate,P.pyracantha,51,94,115,P.pyracantha,10,None,0.7594348371718108,0.41136053680139756,6.012192460943503,0.4128249096357838,0.4747486460811513
MV28,Moderate,P.afra,101,192,245,P.afra,10,None,3.649599449075481,2.889266230518089,20.148830291770885,1.6856411732376884,4.129820874432337
MV28,Moderate,P.pyracantha,51,65,146,P.pyracantha,10,None,0.6621884606736015,0.3586854161982008,5.2423253136660115,0.2642079421669016,0.3857435955636763
MV28,Moderate,P.pyracantha,88,91,161,P.pyracantha,10,None,1.252262158145705,0.6783086689955902,9.913742085320164,0.629123563835441,1.01288893777506
MV28,Moderate,P.afra,96,185,164,P.afra,10,None,2.313337805891591,1.8313924296641764,12.771552470026492,1.550395609500648,2.5426487995810625
MV28,Moderate,S.longispina,142,147,166,S.longispina,10,None,1.4135490185953798,1.7963852111316285,4.829625813534214,1.639931000127957,2.7222854602124085
MV28,Moderate,C.ovata,91,165,169,C.ovata,10,None,2.5136999983403197,1.0997437492738897,24.35146873392185,1.2867963509103792,2.174685833038541
MV28,Moderate,P.afra,101,186,73,P.afra,10,None,1.1247588296567808,0.8904340734782848,6.209606038730144,1.6173115330221104,1.1806374191061404
MV28,Moderate,P.pyracantha,67,101,99,P.pyracantha,10,None,0.8355100114362458,0.4525679228612998,6.6144542572036125,0.5541769440932395,0.548635174652307
MV28,Moderate,S.glauca,195,197,255,S.glauca,10,None,4.6204961218461555,5.871880488179489,15.786695082974363,3.0171855845076374,7.693823240494476
MV28,Moderate,P.afra,153,159,136,P.afra,10,None,2.3618655272024776,1.8698102090352948,13.039465931430346,1.91134497044403,2.599429159803881
MV28,Moderate,P.pyracantha,43,45,91,P.pyracantha,10,None,0.336595746845872,0.1823226962081807,2.664716329196487,0.152053084433746,0.13836830683470885
MV28,Moderate,P.pyracantha,54,72,75,P.pyracantha,10,None,0.4758320942074676,0.2577423843623783,3.7670040791424517,0.31172453105244724,0.23379339828933543
MV28,Moderate,P.pyracantha,66,91,81,P.pyracantha,10,None,0.6692861400571172,0.3625299925309385,5.298515275452178,0.4839819832395926,0.39202540642407
MV28,Moderate,P.afra,124,143,127,P.afra,10,None,1.6524739651484273,1.308208555742505,9.123033349256943,1.3997562417610172,1.777690427036492
MV28,Moderate,P.afra,121,134,121,P.afra,10,None,1.448210674019554,1.146500116932147,7.995329762816288,1.2767628893729768,1.544883096141302
MV28,Moderate,P.afra,101,151,231,P.afra,10,None,2.601035229937029,2.0591528903668146,14.35988199861068,1.246898124209789,2.880334666924612
MV28,Moderate,P.afra,110,179,133,P.afra,10,None,2.002748631713276,1.5855093334396768,11.056841404250378,1.639931000127957,2.181108230170183
MV28,Moderate,P.afra,195,321,192,P.afra,10,None,8.410126937761184,6.658017159060938,46.43090913555654,5.227924334838774,10.037614722890448
MV28,Moderate,P.afra,107,122,171,P.afra,10,None,1.6376647735335235,1.2964846123807061,9.04127427054966,1.0296766271681395,1.7607470324575187
MV28,Moderate,E.undulata,134,147,181,E.undulata,10,None,1.5995699888176307,1.6662187383516986,6.6981993281738275,1.550395609500648,2.806216053196173
MV28,Moderate,C.ovata,46,49,97,C.ovata,10,None,0.20524410379213154,0.08979429540905755,1.9883022554862746,0.17720546061654927,0.1718892967980528
MV28,Moderate,P.pyracantha,104,114,165,P.pyracantha,10,None,1.6509204705497869,0.894248588214468,13.069787058519147,0.9331315579325082,1.5396670705886386
MV28,Moderate,P.pyracantha,33,74,98,P.pyracantha,10,None,0.4575304198788752,0.24782897743439075,3.6221158240410953,0.22480058931843463,0.22030457753206595
MV28,Moderate,P.pyracantha,51,64,89,P.pyracantha,10,None,0.4722182109531657,0.2557848642662981,3.738394170045895,0.25967226777328134,0.23110831831822037
MV28,Moderate,P.capensis,297,341,297,P.capensis,10,None,18.20777239748834,24.27702986331779,59.17526029183711,7.9922902505487725,23.737102044129855
MV28,Moderate,E.undulata,76,91,152,E.undulata,10,None,0.4134563254054274,0.43068367229732024,1.7313483626352273,0.5475992344747859,0.8323508364016745
MV28,Moderate,E.undulata,62,72,119,E.undulata,10,None,0.23325947363983718,0.2429786183748304,0.976774045866818,0.35256523554911456,0.4195526303034463
MV28,Moderate,P.afra,147,198,225,P.afra,10,None,4.580041598927873,3.6258662658178995,25.285646327414298,2.337050409959532,5.258363422408947
MV28,Moderate,P.afra,171,225,205,P.afra,10,None,5.437929034929166,4.305027152652256,30.0218998803381,3.079074959783356,6.3121036675558795
MV28,Moderate,P.afra,203,242,234,P.afra,10,None,7.668275074914502,6.070717767640648,42.33526864275715,3.888211782669492,9.09841557144661
MV28,Moderate,P.pyracantha,66,81,177,P.pyracantha,10,None,1.0278870995855682,0.5567721789421828,8.137439538385747,0.4242917228213865,0.7509963493938542
MV28,Moderate,P.afra,92,101,147,P.afra,10,None,1.0300160508218137,0.8154293735672692,5.6865469472454295,0.7313824047097888,1.0751321349233895
MV28,Moderate,P.pyracantha,57,109,167,P.pyracantha,10,None,1.1613409100741152,0.6290596596234792,9.19394887142008,0.5410607947645021,0.9035715272567186
MV28,Moderate,C.ovata,112,117,94,C.ovata,10,None,0.8113137638448453,0.35494977168211983,7.85960208724694,1.0296766271681395,0.9678960295380512
MV28,Moderate,P.afra,22,42,81,P.afra,10,None,0.07384349194846797,0.05845943112587048,0.4076776117988336,0.0804247719318987,0.06514406526483794
MV28,Moderate,P.afra,155,171,163,P.afra,10,None,3.0410488259630455,2.4074969872207443,16.78912372667098,2.08672438033068,3.4013607399390087
MV28,Moderate,P.capensis,364,376,310,P.capensis,10,None,27.53997998912377,36.7199733188317,89.50493496465226,10.752100856911067,33.33151265642431
MV28,Moderate,P.afra,127,167,138,P.afra,10,None,2.1413974402395084,1.6952729735229441,11.822298367988953,1.697166891285546,2.3420903099740533
MV28,Moderate,N.capensis,9,13,61,N.capensis,10,None,0.005068996858300124,0.0043297681497980215,0.025661796595144375,0.009503317777109124,0.005797023844036566
MV28,Moderate,P.afra,101,151,116,P.afra,10,None,1.3612612543517402,1.0776651596951277,7.515296508400232,1.246898124209789,1.446401824083355
MV28,Moderate,P.afra,185,210,131,P.afra,10,None,3.5526752831222552,2.812534599138452,19.613728125570784,3.063543711102172,4.013242261543845
MV28,Moderate,P.afra,47,51,102,P.afra,10,None,0.20431824077454913,0.16175194061318474,1.1280069542761568,0.18857409903172734,0.19234558101236188
MV28,Moderate,A.racemosus,75,77,57,A.racemosus,10,None,0.04011371594569152,0.0334280966214096,0.20892560388381,0.4536459791783661,0.2585782081316687
MV28,Moderate,A.racemosus,110,155,107,A.racemosus,10,None,0.1464738919072888,0.12206157658940733,0.7628848536837958,1.3788646506146451,1.4753851761576704
MV28,Moderate,E.undulata,75,97,141,E.undulata,10,None,0.4464170543670045,0.46501776496562974,1.8693714151618315,0.5808804816487527,0.8190414791247412
MV28,Moderate,E.undulata,157,175,116,E.undulata,10,None,2.467890198672158,2.5707189569501647,10.334290206939661,2.1642431790580083,2.51052208770729
MV28,Moderate,S.latifolia,161,275,218,S.latifolia,10,None,6.165192705530129,4.623894529147596,35.70674108619532,3.732526231730033,8.136907185171472
MV28,Moderate,P.afra,142,165,131,P.afra,10,None,2.2119388707691874,1.7511182726922734,12.211745849038222,1.8505747875511527,2.42425297169201
MV28,Moderate,P.afra,141,156,154,P.afra,10,None,2.4197447658442033,1.9156312729599942,13.359007561431538,1.7319796648781378,2.6672486839123324
MV28,Moderate,P.pyracantha,113,174,131,P.pyracantha,10,None,2.038108671022099,1.1039755301369703,16.135026978924948,1.6173115330221104,2.1186781082589645
MV28,Moderate,P.pyracantha,66,141,121,P.pyracantha,10,None,1.2564446986963285,0.6805742117938447,9.946853864679268,0.8413381475854316,1.0180191585783722
MV28,Moderate,P.pyracantha,51,161,69,P.pyracantha,10,None,0.8950100544486489,0.48479711282635146,7.085496264385137,0.882473376393373,0.6089066297114274
MV28,Moderate,P.pyracantha,86,116,138,P.pyracantha,10,None,1.3268083088878369,0.7186878339809117,10.503899112028709,0.801184666481737,1.105634839744797
MV28,Moderate,P.afra,135,151,74,P.afra,10,None,1.131784952769266,0.8959964209423357,6.248396093413656,1.6060607043314419,1.188484921205267
MV28,Moderate,P.afra,31,101,61,P.afra,10,None,0.22060075394085726,0.17464226353651202,1.2178999957151495,0.3421194399759285,0.2086928583853164
MV28,Moderate,C.ovata,61,93,94,C.ovata,10,None,0.4266177591069636,0.18664526960929656,4.13285954134871,0.4656625710783471,0.4377228168136462
MV28,Moderate,P.afra,64,72,57,P.afra,10,None,0.21892404751438702,0.17331487094888973,1.2086431789856782,0.36316811075498007,0.20700582313033866
MV28,Moderate,C.ovata,64,59,61,C.ovata,10,None,0.14711903000614687,0.06436457562768925,1.4252156031845478,0.2970572203509999,0.18120490441410994
MV28,Moderate,P.afra,162,179,172,P.afra,10,None,3.4809110803741787,2.7557212719628916,19.21752992289911,2.283172095950467,3.9270560050348036
MV28,Moderate,C.ovata,76,85,102,C.ovata,10,None,0.5233333807033396,0.22895835405771103,5.069792125563603,0.5089576448356314,0.5191367977323441
MV28,Moderate,C.ovata,41,49,65,C.ovata,10,None,0.09830616236532298,0.043008946034828806,0.9523409479140665,0.15904312808798327,0.10337803325718913
MV31,Moderate,P.pyracantha,35,74,97,P.pyracantha,10,None,0.46568955772490933,0.2522485104343259,3.6867089986555324,0.23328288948312706,0.22628440279863327
MV31,Moderate,C.perforata,101,110,86,C.perforata,10,None,0.31178870138458176,0.4352050623493121,0.9743396918268181,0.8741677908154448,0.7517843001012825
MV31,Moderate,A.racemosus,85,101,91,A.racemosus,10,None,0.06420406044754152,0.0535033837062846,0.33439614816427876,0.679290871522453,0.6181546930854322
MV31,Moderate,C.haematocarpa,90,155,101,C.haematocarpa,10,None,1.3568248533064216,1.6394966977452592,4.86195572434801,1.1785881189482958,1.1903740001377787
MV31,Moderate,S.glauca,14,19,91,S.glauca,10,None,0.005058940152644365,0.006429069777318879,0.017284712188201577,0.02138246499849553,0.01945804314863093
MV31,Moderate,C.haematocarpa,133,185,131,C.haematocarpa,10,None,3.5982057819780526,4.347831986556813,12.893570718754688,1.9855650968850889,2.6010902769194666
MV31,Moderate,P.pyracantha,125,127,147,P.pyracantha,10,None,1.8522616398045515,1.0033083882274654,14.663737981786031,1.246898124209789,1.8329402425883896
MV31,Moderate,C.perforata,61,75,87,C.perforata,10,None,0.1811308755016141,0.25282851372100307,0.5660339859425441,0.36316811075498007,0.31595625635683267
MV31,Moderate,Crassula sp,92,101,57,Crassula sp,10,None,0.1651305665711009,0.2304947491721617,0.5160330205346904,0.7313824047097888,0.4168879706845796
MV31,Moderate,Ruschia sp,63,65,92,Ruschia sp,10,None,0.23971106930592567,0.3046328172429472,0.8140188395180392,0.3216990877275948,0.2959631607093872
MV31,Moderate,E.undulata,145,245,124,E.undulata,10,None,3.750894022578239,3.907181273518999,15.706868719546375,2.986476516318797,3.703230880235308
MV31,Moderate,H.dregeanum,63,86,72,H.dregeanum,10,None,0.5519903794556013,0.5519903794556013,2.3919583109742724,0.4359156156396687,0.31385924326056147
MV31,Moderate,H.dregeanum,85,101,124,H.dregeanum,10,None,1.3962059886824754,1.3962059886824754,6.050225950957393,0.679290871522453,0.8423206806878417
MV31,Moderate,G.robusta,274,281,161,G.robusta,10,None,7.774901784796758,9.070718748929552,28.831927451954645,6.0480567320124745,9.737371338540084
MV31,Moderate,C.ovata,48,71,86,C.ovata,10,None,0.24325501808035155,0.1064240704101538,2.356532987653406,0.27805058479678163,0.2391235029252322
MV31,Moderate,P.pyracantha,25,31,110,P.pyracantha,10,None,0.2100639587503624,0.11378464432311299,1.6630063401070359,0.061575216010359944,0.06773273761139594
MV31,Moderate,P.pyracantha,71,96,101,P.pyracantha,10,None,0.839966617634779,0.4549819178855053,6.649735722942,0.5475992344747859,0.5530752268195337
MV31,Moderate,P.pyracantha,83,86,75,P.pyracantha,10,None,0.7010920811558676,0.37975821062609505,5.550312309150619,0.560793923619863,0.4205954427148973
MV31,Moderate,H.dregeanum,191,204,121,H.dregeanum,10,None,5.621724584734555,5.621724584734555,24.360806533849743,3.063543711102172,3.706887890433628
MV31,Moderate,E.undulata,121,142,165,E.undulata,10,None,1.34664077889799,1.402750811352073,5.639058261635333,1.3581301391009526,2.2409147295165717
MV31,Moderate,Crassula sp,62,79,58,Crassula sp,10,None,0.11331057587151298,0.15816267882065355,0.3540955495984781,0.39036252216261674,0.2264102628543177
MV31,Moderate,D.scabrida,101,149,84,D.scabrida,10,None,1.1803500916450451,1.2295313454635888,4.942716008763626,1.227184630308513,1.0308350894591507
MV31,Moderate,P.pyracantha,155,201,189,P.pyracantha,10,None,3.4498718737606753,1.8686805982870327,27.311485667272013,2.488455540908475,4.703180972317018
MV31,Moderate,P.pyracantha,151,167,154,P.pyracantha,10,None,2.5965198794248416,1.4064482680217891,20.555782378779995,1.9855650968850889,3.057770249203037
MV31,Moderate,A.racemosus,118,145,138,A.racemosus,10,None,0.14391107883726148,0.11992589903105125,0.7495368689440702,1.3581301391009526,1.8742195919593143
MV31,Moderate,P.capensis,26,31,110,P.capensis,10,None,0.021562443261479002,0.02874992434863867,0.07007794059980677,0.06379396582195773,0.0701733624041535
MV31,Moderate,A.racemosus,87,97,162,A.racemosus,10,None,0.06260699549722543,0.05217249624768786,0.3260781015480491,0.6647610054996002,1.0769128289093524
MV31,Moderate,P.capensis,194,264,249,P.capensis,10,None,7.221406722764418,9.628542297019225,23.469571848984362,4.118706508672558,10.25557920659467
MV31,Moderate,A.racemosus,95,110,61,A.racemosus,10,None,0.08053484574666628,0.06711237145555524,0.4194523215972202,0.8251589454194441,0.5033469567058609
MV31,Moderate,S.latifolia,121,135,234,S.latifolia,10,None,2.1070472616258074,1.5802854462193554,12.203315390249466,1.2867963509103792,3.0111034611302876
MV31,Moderate,C.ovata,91,121,175,C.ovata,10,None,1.9596295203327228,0.8573379151455661,18.983910978223253,0.882473376393373,1.5443284086884028
MV31,Moderate,S.longispina,141,159,195,S.longispina,10,None,1.8493388332600995,2.3502014339347097,6.318574346972007,1.7671458676442588,3.4459344419063047
MV31,Moderate,P.pyracantha,123,163,139,P.pyracantha,10,None,2.109682545496739,1.142744712144067,16.70165348518252,1.6060607043314419,2.2324243790207046
MV31,Moderate,H.dregeanum,81,110,59,H.dregeanum,10,None,0.7301168957953013,0.7301168957953013,3.163839881779639,0.7163027599725578,0.42261862838380904
MV31,Moderate,G.robusta,215,267,151,G.robusta,10,None,5.34294493339415,6.233435755626509,19.813420794669973,4.5616710728287195,6.888123319971367
MV31,Moderate,E.undulata,191,220,172,E.undulata,10,None,4.298882277982646,4.478002372898589,18.001569539052326,3.316756078981509,5.704820455848195
MV31,Moderate,P.afra,174,241,133,P.afra,10,None,3.9542936845405006,3.13048250026123,21.83099638340068,3.3816299672781382,4.4975678564799235
MV31,Moderate,A.racemosus,81,131,220,A.racemosus,10,None,0.08708831561484676,0.07257359634570563,0.45358497716066026,0.882473376393373,1.9414414280654204
MV31,Moderate,S.latifolia,61,181,371,S.latifolia,10,None,3.0696427808192808,2.3022320856144605,17.778347772245,1.1499014510302041,4.266134383322058
MV31,Moderate,P.pyracantha,81,85,113,P.pyracantha,10,None,0.897425956836022,0.48610572661951196,7.104622158285174,0.5410607947645021,0.6113986980838875
MV31,Moderate,C.ovata,52,75,162,C.ovata,10,None,0.7539882727719924,0.32986986933774665,7.3042613924786775,0.31669217443593606,0.5130413225862165
MV31,Moderate,Crassula sp1,41,55,59,Crassula sp1,10,None,0.07106817164518102,0.09919932292139852,0.22208803639119068,0.18095573684677208,0.10676388473959553
MV31,Moderate,Crassula sp1,47,56,78,Crassula sp1,10,None,0.11078272475771452,0.15463421997430984,0.34619601486785784,0.20830722788708822,0.16247963775192883
MV31,Moderate,C.woodii,110,121,127,C.woodii,10,None,0.6396225525462499,0.7195753716145312,2.4518864514272916,1.047740784926281,1.3306307968563769
